name	Gene	Blood_cancer_activity	Blood_healthy_activity	Breast_cancer_activity	Breast_healthy_activity	Liver_cancer_activity	Liver_healthy_activity	Pancreas_cancer_activity	Pancreas_healthy_activity
Enhancer_chr6_44168903_44170903	HSP90AB1	on	off	off	off	off	off	off	off
Enhancer_chr6_44169403_44171403	HSP90AB1	on	off	off	off	off	off	off	off
Enhancer_chr6_44169903_44171903	HSP90AB1	on	off	off	off	off	off	on	off
Enhancer_chr6_44170403_44172403	HSP90AB1	on	off	off	off	off	off	on	off
Enhancer_chr6_44170903_44172903	HSP90AB1	off	off	off	off	off	off	on	off
Enhancer_chr6_44182403_44184403	HSP90AB1	off	off	off	off	off	off	on	off
Enhancer_chr6_44182903_44184903	HSP90AB1	off	off	off	off	off	on	on	off
Enhancer_chr6_44183403_44185403	HSP90AB1	off	off	off	off	off	on	on	on
Enhancer_chr6_44183903_44185903	HSP90AB1	off	on	off	off	off	on	on	on
Enhancer_chr6_44184403_44186403	HSP90AB1	on	on	off	off	off	on	on	on
Enhancer_chr6_44184903_44186903	HSP90AB1	on	on	off	off	off	on	on	on
Enhancer_chr6_44185403_44187403	HSP90AB1	on	on	off	off	off	on	on	on
Enhancer_chr6_44185903_44187903	HSP90AB1	on	on	off	off	off	on	on	on
Enhancer_chr6_44186403_44188403	HSP90AB1	on	on	off	off	off	on	on	on
Enhancer_chr6_44186903_44188903	HSP90AB1	on	on	off	off	off	on	on	on
Enhancer_chr6_44187403_44189403	HSP90AB1	off	on	off	off	off	on	on	on
Enhancer_chr6_44187903_44189903	HSP90AB1	off	off	off	off	off	on	on	off
Enhancer_chr6_44188403_44190403	HSP90AB1	on	on	off	off	off	off	on	off
Enhancer_chr6_44188903_44190903	HSP90AB1	on	on	off	off	off	on	on	off
Enhancer_chr6_44189403_44191403	HSP90AB1	on	on	off	off	off	on	on	off
Enhancer_chr6_44189903_44191903	HSP90AB1	on	on	off	on	off	on	on	off
Enhancer_chr6_44190403_44192403	HSP90AB1	on	on	off	on	off	on	on	off
Enhancer_chr6_44190903_44192903	HSP90AB1	on	on	off	on	off	on	on	off
Enhancer_chr6_44191403_44193403	HSP90AB1	on	on	on	off	off	on	on	off
Enhancer_chr6_44191903_44193903	HSP90AB1	on	on	off	off	off	on	on	off
Enhancer_chr6_44192403_44194403	HSP90AB1	on	on	off	off	off	on	on	off
Enhancer_chr6_44192903_44194903	HSP90AB1	on	on	off	off	off	on	on	off
Enhancer_chr6_44193403_44195403	HSP90AB1	on	off	off	off	off	on	on	off
Enhancer_chr6_44193903_44195903	HSP90AB1	on	off	off	off	off	on	on	off
Enhancer_chr6_44194403_44196403	HSP90AB1	on	off	off	off	off	on	on	off
Enhancer_chr6_44194903_44196903	HSP90AB1	off	off	off	off	off	on	off	off
Enhancer_chr6_44195403_44197403	HSP90AB1	off	off	off	off	off	on	off	off
Enhancer_chr6_44195903_44197903	HSP90AB1	off	off	off	off	off	on	off	off
Enhancer_chr6_44196403_44198403	HSP90AB1	off	off	off	off	off	on	off	off
Enhancer_chr6_44196903_44198903	HSP90AB1	off	off	off	off	off	on	off	off
Enhancer_chr6_44198403_44200403	HSP90AB1	off	off	off	off	off	on	off	off
Enhancer_chr6_44198903_44200903	HSP90AB1	off	off	off	off	off	on	off	off
Enhancer_chr6_44199403_44201403	HSP90AB1	off	off	off	off	off	on	off	off
Enhancer_chr6_44199903_44201903	HSP90AB1	off	off	off	off	off	on	on	off
Enhancer_chr6_44200403_44202403	HSP90AB1	off	off	off	off	off	on	on	off
Enhancer_chr6_44200903_44202903	HSP90AB1	off	off	off	off	off	on	on	off
Enhancer_chr6_44201403_44203403	HSP90AB1	on	off	off	off	off	on	on	off
Enhancer_chr6_44201903_44203903	HSP90AB1	on	off	off	off	off	on	on	off
Enhancer_chr6_44202403_44204403	HSP90AB1	off	off	off	off	off	on	on	off
Enhancer_chr6_44202903_44204903	HSP90AB1	off	off	on	off	off	on	on	on
Enhancer_chr6_44203403_44205403	HSP90AB1	off	on	on	off	off	on	on	on
Enhancer_chr6_44203903_44205903	HSP90AB1	on	on	on	off	off	on	on	on
Enhancer_chr6_44204403_44206403	HSP90AB1	on	on	on	off	off	on	on	on
Enhancer_chr6_44204903_44206903	HSP90AB1	on	on	on	off	off	on	on	on
Enhancer_chr6_44205403_44207403	HSP90AB1	on	on	on	off	off	on	on	on
Enhancer_chr6_44205903_44207903	HSP90AB1	off	on	on	off	off	on	on	on
Enhancer_chr6_44206403_44208403	HSP90AB1	off	off	off	off	off	on	off	off
Enhancer_chr6_44210903_44212903	HSP90AB1	off	off	off	off	on	off	on	off
Enhancer_chr6_44211403_44213403	HSP90AB1	off	on	on	off	on	on	on	on
Enhancer_chr6_44211903_44213903	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44212403_44214403	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44212903_44214903	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44213403_44215403	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44213903_44215903	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44214403_44216403	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44214903_44216903	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44215403_44217403	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44215903_44217903	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44216403_44218403	HSP90AB1	on	on	on	on	off	on	on	off
Enhancer_chr6_44216903_44218903	HSP90AB1	on	on	on	off	off	off	on	off
Enhancer_chr6_44217403_44219403	HSP90AB1	off	on	off	off	off	off	on	off
Enhancer_chr6_44217903_44219903	HSP90AB1	off	on	off	off	off	off	on	off
Enhancer_chr6_44218403_44220403	HSP90AB1	off	on	off	off	off	off	off	off
Enhancer_chr6_44219403_44221403	HSP90AB1	on	off	off	off	off	off	off	off
Enhancer_chr6_44220403_44222403	HSP90AB1	on	off	off	off	off	off	off	off
Enhancer_chr6_44220903_44222903	HSP90AB1	on	off	off	off	off	off	off	off
Enhancer_chr6_44221403_44223403	HSP90AB1	on	off	off	off	off	off	on	off
Enhancer_chr6_44221903_44223903	HSP90AB1	on	on	on	on	on	on	on	off
Enhancer_chr6_44222403_44224403	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44222903_44224903	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44223403_44225403	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44223903_44225903	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44224403_44226403	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44224903_44226903	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44225403_44227403	HSP90AB1	on	on	on	off	on	on	on	off
Enhancer_chr6_44225903_44227903	HSP90AB1	on	on	off	off	off	on	on	off
Enhancer_chr6_44226403_44228403	HSP90AB1	off	on	off	off	off	off	off	off
Enhancer_chr6_44226903_44228903	HSP90AB1	off	on	off	off	off	off	off	off
Enhancer_chr6_44227403_44229403	HSP90AB1	off	on	off	off	off	off	off	off
Enhancer_chr6_44227903_44229903	HSP90AB1	off	on	off	off	off	off	off	off
Enhancer_chr6_44228403_44230403	HSP90AB1	off	on	off	off	off	on	on	off
Enhancer_chr6_44228903_44230903	HSP90AB1	off	on	on	off	on	on	on	off
Enhancer_chr6_44229403_44231403	HSP90AB1	on	on	on	off	on	on	on	off
Enhancer_chr6_44229903_44231903	HSP90AB1	on	on	on	on	on	on	on	off
Enhancer_chr6_44230403_44232403	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44230903_44232903	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44231403_44233403	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44231903_44233903	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44232403_44234403	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44232903_44234903	HSP90AB1	on	on	on	on	on	on	on	on
Enhancer_chr6_44233403_44235403	HSP90AB1	on	on	on	off	on	on	on	off
Enhancer_chr6_44233903_44235903	HSP90AB1	off	on	off	off	off	on	off	off
Enhancer_chr6_44234403_44236403	HSP90AB1	off	on	off	off	off	off	off	off
Enhancer_chr6_44234903_44236903	HSP90AB1	off	on	off	off	off	off	off	off
Enhancer_chr6_44262903_44264903	HSP90AB1	off	off	on	off	off	off	off	off
Enhancer_chr6_44263403_44265403	HSP90AB1	off	off	on	off	off	on	off	off
Enhancer_chr6_44263903_44265903	HSP90AB1	off	off	on	off	off	on	off	off
Enhancer_chr6_44264403_44266403	HSP90AB1	off	off	on	off	off	on	off	off
Enhancer_chr6_44264903_44266903	HSP90AB1	off	off	on	off	off	on	off	off
Enhancer_chr6_44265403_44267403	HSP90AB1	off	off	on	off	off	on	off	off
Enhancer_chr6_44265903_44267903	HSP90AB1	off	off	on	off	off	off	off	off
Enhancer_chr6_52905100_52907100	ICK	off	off	off	off	off	off	on	off
Enhancer_chr6_52905600_52907600	ICK	off	off	off	off	off	off	on	off
Enhancer_chr6_52906100_52908100	ICK	off	off	off	off	off	off	on	off
Enhancer_chr6_52906600_52908600	ICK	off	off	off	off	off	off	on	off
Enhancer_chr6_52907100_52909100	ICK	off	off	off	off	off	off	on	off
Enhancer_chr6_52907600_52909600	ICK	off	off	off	off	off	off	on	off
Enhancer_chr6_52911600_52913600	ICK	off	off	off	on	off	off	off	off
Enhancer_chr6_52912100_52914100	ICK	off	off	off	on	off	off	off	off
Enhancer_chr6_52912600_52914600	ICK	on	off	off	on	off	off	off	off
Enhancer_chr6_52913100_52915100	ICK	on	off	off	on	off	off	off	off
Enhancer_chr6_52913600_52915600	ICK	off	off	off	on	off	off	off	off
Enhancer_chr6_52920600_52922600	ICK	off	off	off	off	off	on	off	off
Enhancer_chr6_52923100_52925100	ICK	off	off	on	on	off	on	off	off
Enhancer_chr6_52923600_52925600	ICK	on	on	on	on	on	on	on	on
Enhancer_chr6_52924100_52926100	ICK	on	on	on	on	on	on	on	on
Enhancer_chr6_52924600_52926600	ICK	on	on	on	on	on	on	on	on
Enhancer_chr6_52925100_52927100	ICK	on	off	on	on	on	on	on	on
Enhancer_chr6_52925600_52927600	ICK	on	off	on	on	on	on	on	on
Enhancer_chr6_52926100_52928100	ICK	on	off	on	on	on	on	on	on
Enhancer_chr6_52926600_52928600	ICK	on	off	on	on	on	on	on	on
Enhancer_chr6_52927100_52929100	ICK	on	on	on	on	on	on	on	off
Enhancer_chr6_52927600_52929600	ICK	on	off	on	off	off	off	on	off
Enhancer_chr6_52928100_52930100	ICK	on	on	on	on	on	on	on	on
Enhancer_chr6_52928600_52930600	ICK	on	on	on	on	on	on	on	on
Enhancer_chr6_52929100_52931100	ICK	on	on	on	on	on	on	on	on
Enhancer_chr6_52929600_52931600	ICK	on	on	on	on	on	on	on	on
Enhancer_chr6_52930100_52932100	ICK	on	on	on	on	on	on	on	on
Enhancer_chr6_52930600_52932600	ICK	on	on	on	on	on	on	on	on
Enhancer_chr6_52931100_52933100	ICK	on	on	on	on	on	on	on	on
Enhancer_chr6_52931600_52933600	ICK	on	on	on	on	off	on	off	off
Enhancer_chr6_52932100_52934100	ICK	on	on	off	off	off	off	off	off
Enhancer_chr6_52932600_52934600	ICK	on	off	off	off	off	off	off	off
Enhancer_chr6_52934100_52936100	ICK	off	on	off	off	off	off	off	off
Enhancer_chr6_52934600_52936600	ICK	off	on	off	off	off	off	off	off
Enhancer_chr6_52935100_52937100	ICK	off	on	off	off	off	off	off	off
Enhancer_chr6_52935600_52937600	ICK	off	on	off	off	off	off	off	off
Enhancer_chr6_52976100_52978100	ICK	off	off	off	on	off	off	off	off
Enhancer_chr6_52976600_52978600	ICK	off	off	off	on	off	off	off	off
Enhancer_chr6_52977100_52979100	ICK	off	off	off	on	off	off	off	off
Enhancer_chr8_87049426_87051426	PSKH2	off	off	off	on	off	off	off	off
Enhancer_chr8_87049926_87051926	PSKH2	off	off	off	on	off	off	off	off
Enhancer_chr8_87050426_87052426	PSKH2	off	off	off	on	off	off	off	off
Enhancer_chr8_87050926_87052926	PSKH2	off	off	off	on	off	off	off	off
Enhancer_chr8_87051426_87053426	PSKH2	off	off	off	on	off	off	off	off
Enhancer_chr8_87051926_87053926	PSKH2	off	off	off	on	off	off	off	off
Enhancer_chr8_87130426_87132426	PSKH2	off	off	off	off	off	on	off	off
Enhancer_chr9_127948166_127950166	HSPA5	off	on	off	off	off	off	off	off
Enhancer_chr9_127948666_127950666	HSPA5	on	on	off	off	on	off	off	off
Enhancer_chr9_127949166_127951166	HSPA5	on	on	on	on	on	on	on	off
Enhancer_chr9_127949666_127951666	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_127950166_127952166	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_127950666_127952666	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_127951166_127953166	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_127951666_127953666	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_127952166_127954166	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_127952666_127954666	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_127953166_127955166	HSPA5	on	on	on	on	off	on	off	off
Enhancer_chr9_127959666_127961666	HSPA5	off	off	on	off	off	off	off	off
Enhancer_chr9_127960166_127962166	HSPA5	on	off	on	off	off	on	on	off
Enhancer_chr9_127960666_127962666	HSPA5	on	on	on	on	off	on	on	on
Enhancer_chr9_127961166_127963166	HSPA5	on	on	on	on	off	on	on	on
Enhancer_chr9_127961666_127963666	HSPA5	on	on	on	on	off	on	on	on
Enhancer_chr9_127962166_127964166	HSPA5	on	on	on	on	off	on	on	on
Enhancer_chr9_127962666_127964666	HSPA5	on	on	on	on	off	on	on	on
Enhancer_chr9_127963166_127965166	HSPA5	on	on	on	on	off	on	on	on
Enhancer_chr9_127963666_127965666	HSPA5	on	on	on	off	off	on	on	off
Enhancer_chr9_127997166_127999166	HSPA5	off	off	off	off	off	off	on	off
Enhancer_chr9_127997666_127999666	HSPA5	off	on	off	off	off	off	on	off
Enhancer_chr9_127998166_128000166	HSPA5	off	on	off	off	off	off	on	off
Enhancer_chr9_127998666_128000666	HSPA5	on	on	off	off	off	on	on	off
Enhancer_chr9_127999166_128001166	HSPA5	on	on	off	off	off	on	on	off
Enhancer_chr9_127999666_128001666	HSPA5	on	on	on	on	off	on	on	off
Enhancer_chr9_128000166_128002166	HSPA5	on	on	on	on	off	on	on	on
Enhancer_chr9_128000666_128002666	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_128001166_128003166	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_128001666_128003666	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_128002166_128004166	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_128002666_128004666	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_128003166_128005166	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_128003666_128005666	HSPA5	on	on	on	off	on	on	on	on
Enhancer_chr9_128004166_128006166	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_128004666_128006666	HSPA5	on	on	on	on	on	on	on	off
Enhancer_chr9_128005166_128007166	HSPA5	on	off	off	off	off	off	on	off
Enhancer_chr9_128005666_128007666	HSPA5	on	off	off	off	off	off	on	off
Enhancer_chr9_128006166_128008166	HSPA5	off	off	off	off	off	off	on	off
Enhancer_chr9_128006666_128008666	HSPA5	off	off	off	off	off	off	on	off
Enhancer_chr9_128007166_128009166	HSPA5	on	off	off	off	off	off	on	off
Enhancer_chr9_128007666_128009666	HSPA5	on	off	off	off	off	off	off	off
Enhancer_chr9_128008166_128010166	HSPA5	on	off	off	off	off	off	off	off
Enhancer_chr9_128008666_128010666	HSPA5	on	off	off	off	off	off	off	off
Enhancer_chr9_128021166_128023166	HSPA5	off	on	off	off	off	on	on	off
Enhancer_chr9_128021666_128023666	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_128022166_128024166	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_128022666_128024666	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_128023166_128025166	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_128023666_128025666	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_128024166_128026166	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_128024666_128026666	HSPA5	on	on	on	on	on	on	on	on
Enhancer_chr9_128025166_128027166	HSPA5	on	on	on	on	off	on	on	off
Enhancer_chr9_128025666_128027666	HSPA5	off	on	off	off	off	off	off	off
Enhancer_chr9_128026166_128028166	HSPA5	off	on	off	off	off	off	off	off
Enhancer_chr9_128026666_128028666	HSPA5	off	on	off	off	off	off	off	off
Enhancer_chr9_128027166_128029166	HSPA5	off	on	off	off	off	off	off	off
Enhancer_chr9_128044666_128046666	HSPA5	on	off	off	off	off	off	off	off
Enhancer_chr9_128045166_128047166	HSPA5	on	off	off	off	off	off	off	off
Enhancer_chr9_128045666_128047666	HSPA5	on	off	off	off	off	off	off	off
Enhancer_chr9_128046166_128048166	HSPA5	on	off	off	off	off	off	off	off
Enhancer_chr9_128046666_128048666	HSPA5	on	off	off	off	off	off	off	off
Enhancer_chr9_128047166_128049166	HSPA5	on	off	off	off	off	off	off	off
Enhancer_chr9_128047666_128049666	HSPA5	on	off	off	off	off	off	off	off
Enhancer_chr9_128057666_128059666	HSPA5	off	off	off	off	off	off	on	off
Enhancer_chr9_128058666_128060666	HSPA5	off	off	off	off	off	off	on	off
Enhancer_chr9_128059166_128061166	HSPA5	off	off	off	off	off	off	on	off
Enhancer_chrX_47380499_47382499	ARAF	off	off	off	off	off	off	on	off
Enhancer_chrX_47380999_47382999	ARAF	off	off	off	off	off	off	on	off
Enhancer_chrX_47381499_47383499	ARAF	off	off	off	off	off	off	on	off
Enhancer_chrX_47381999_47383999	ARAF	off	off	off	off	off	off	on	off
Enhancer_chrX_47382499_47384499	ARAF	off	off	off	off	off	off	on	off
Enhancer_chrX_47382999_47384999	ARAF	off	on	off	off	off	off	on	off
Enhancer_chrX_47383499_47385499	ARAF	off	on	off	off	off	off	on	off
Enhancer_chrX_47413499_47415499	ARAF	off	off	off	off	off	off	on	off
Enhancer_chrX_47413999_47415999	ARAF	off	off	on	off	off	off	on	off
Enhancer_chrX_47414499_47416499	ARAF	off	off	on	off	off	off	off	off
Enhancer_chrX_47414999_47416999	ARAF	off	off	on	off	off	on	off	off
Enhancer_chrX_47415499_47417499	ARAF	off	off	on	off	off	off	off	off
Enhancer_chrX_47415999_47417999	ARAF	off	off	on	off	off	off	off	off
Enhancer_chrX_47417499_47419499	ARAF	on	off	on	off	off	off	on	off
Enhancer_chrX_47417999_47419999	ARAF	on	off	on	off	off	off	on	off
Enhancer_chrX_47418499_47420499	ARAF	on	off	on	off	off	on	on	off
Enhancer_chrX_47418999_47420999	ARAF	on	off	on	on	off	on	on	on
Enhancer_chrX_47419499_47421499	ARAF	on	off	on	on	off	on	on	off
Enhancer_chrX_47419999_47421999	ARAF	on	off	on	on	off	on	on	off
Enhancer_chrX_47420499_47422499	ARAF	on	off	on	off	off	on	on	off
Enhancer_chrX_47420999_47422999	ARAF	on	off	on	off	off	on	on	on
Enhancer_chrX_47421499_47423499	ARAF	on	off	on	off	off	on	on	off
Enhancer_chrX_47421999_47423999	ARAF	on	off	off	off	off	off	off	off
Enhancer_chrX_47422499_47424499	ARAF	on	off	off	off	off	off	off	off
Enhancer_chrX_47422999_47424999	ARAF	on	off	off	off	off	off	off	off
Enhancer_chrX_47436499_47438499	ARAF	on	off	off	off	off	off	off	off
Enhancer_chrX_47436999_47438999	ARAF	on	off	off	off	off	off	off	off
Enhancer_chrX_47437499_47439499	ARAF	on	off	off	off	off	off	off	off
Enhancer_chrX_47438999_47440999	ARAF	on	off	off	off	off	off	off	off
Enhancer_chrX_47439499_47441499	ARAF	on	off	off	off	off	off	off	off
Enhancer_chrX_47439999_47441999	ARAF	on	off	off	off	off	off	off	off
Enhancer_chrX_47440499_47442499	ARAF	on	off	off	off	off	off	off	off
Enhancer_chrX_47440999_47442999	ARAF	on	on	off	off	off	off	off	off
Enhancer_chrX_47441499_47443499	ARAF	on	on	off	off	off	off	off	off
Enhancer_chrX_47441999_47443999	ARAF	on	on	off	off	off	off	off	off
Enhancer_chrX_47442499_47444499	ARAF	off	on	off	off	off	off	off	off
Enhancer_chrX_47442999_47444999	ARAF	off	on	off	off	off	off	off	off
Enhancer_chrX_47443499_47445499	ARAF	on	off	off	off	off	off	off	off
Enhancer_chrX_47443999_47445999	ARAF	on	off	off	off	off	off	off	off
